claimID,employer,likely_gender,likely_asian,likely_hispanic,employercity_county,employerstate,employeroutofstate,employerstatenotcoded,employerzip,employerlatitude,employerlongitude,employercountypop,claim_amount,case_open,case_close,duration,determination,DOLI_reason,recoded_reason_cfc,recoded_reason_cfc2,recoded_reason_cfc3,recoded_reason_lajc,recoded_reason_lajc2,recoded_reason_lajc3,verified_claim,first_response,formal_investigate,wage_order,wage_rec,total_rec
LLVA59831,PICO WISE,male,FALSE,FALSE,New Castle County,DE,TRUE,FALSE,19899,39.734792,-75.624617,538479,63.57,2016-07-08,2016-07-18,10,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59832,MATRIX CABLE,male,FALSE,FALSE,Middlesex County,MA,TRUE,FALSE,2453,42.370446,-71.23563,1503085,2259,2016-07-08,2016-07-08,0,Invalid,Independent Agent,Ineligible Complainant,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59833,SENIOR HEALTH CARE,female,FALSE,FALSE,Chesterfield County,VA,FALSE,FALSE,23236,37.475798,-77.58235,316236,769.2,2016-07-13,2016-07-13,0,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59834,MAIN EVENT PARTYBUSES LLC,female,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23224,37.505147,-77.46101,204214,1157.57,2016-07-11,2016-07-11,0,Invalid,CLAIMANT HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59835,MINACS GROUP INC,female,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23220,37.549396,-77.45739,204214,0,2016-07-11,2016-07-11,0,Invalid,CLAIMANT INDICATED SHE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59836,MORE SOLUTIONS YOUTH & FAMILY SERVICES,female,FALSE,FALSE,Hanover County,VA,FALSE,FALSE,23111,37.605641,-77.31536,99863,519.12,2016-07-11,2016-07-11,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59837,ROANOKE RESOURCE LLC,NA,FALSE,FALSE,Roanoke city,VA,FALSE,FALSE,24016,37.272186,-79.95321,97032,4655,2016-07-13,2016-07-13,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59838,SONIC DRIVE IN,male,FALSE,FALSE,Hampton city,VA,FALSE,FALSE,23666,37.050946,-76.40711,137436,1505.25,2016-07-13,2016-08-22,40,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,108,FALSE,TRUE,FALSE,0,0
LLVA59839,HEAVENLY HELPERS IN-HOME SERVICES,female,FALSE,FALSE,Hanover County,VA,FALSE,FALSE,23116,37.662559,-77.36778,99863,649,2016-07-12,2016-07-13,1,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59840,OLD DOMINION UNIVERSITY,female,FALSE,FALSE,Norfolk city,VA,FALSE,FALSE,23529,36.931166,-76.23972,242803,9425,2016-07-11,2016-07-11,0,Invalid,Independent Agent,Ineligible Complainant,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59841,BEACH WORLD,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23452,36.839209,-76.09333,437994,116,2016-07-12,2016-07-12,0,Invalid,CLAIMANT IS SEEKING OVERTIME,Overtime pay,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59842,SLEEP INN & SUITES,NA,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23321,36.826239,-76.41524,222209,108.75,2016-07-18,2016-07-26,8,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,105,TRUE,FALSE,FALSE,0,0
LLVA59843,BLUE RIDGE CAFE,female,FALSE,FALSE,Greene County,VA,FALSE,FALSE,22968,38.233717,-78.41009,18403,0,2016-07-12,2016-07-12,0,Undetermined,NO CLAIM AMOUNT INCLUDED.,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59844,PANERA BREAD LLC,NA,FALSE,FALSE,Suffolk city,VA,FALSE,FALSE,23434,36.735893,-76.59656,84585,0,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INDICATED HAVING A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,FALSE,FALSE,FALSE,0,0
LLVA59846,KIDDIE ACADEMY OF CHARLOTESVILLE,female,FALSE,FALSE,Albemarle County,VA,FALSE,FALSE,22901,38.072402,-78.50149,98970,973.5,2016-07-14,2016-07-14,0,Undetermined,CLAIMANT FILED IN COURT.,Already in legal process,NA,NA,Court Case,NA,NA,0,FALSE,FALSE,FALSE,0,0
LLVA59847,DDGII INC,male,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23455,36.889797,-76.1426,437994,450,2016-07-15,2016-09-20,67,Undetermined,Employer Cannot be Located,Employer can't be located,NA,NA,Employer can't be located,NA,NA,0,FALSE,TRUE,FALSE,0,0
LLVA59848,CAR WEB,female,FALSE,FALSE,Fredericksburg city,VA,FALSE,FALSE,22401,38.301829,-77.47077,24286,4546.48,2016-07-14,2016-08-24,41,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,228.79,FALSE,TRUE,FALSE,0,0
LLVA59849,RIVERSIDE PAPER SUPPLY,male,FALSE,FALSE,Newport News city,VA,FALSE,FALSE,23603,37.193712,-76.57178,180719,360.94,2016-07-14,2016-07-14,0,Undetermined,CLAIMANT HAS NOT YET DEMANDED HIS WAGES.,Did not demand wages,NA,NA,Did not demand wages,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59850,"COVENANT SECURITY SOLUTIONS, INC",female,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,22102,38.938664,-77.22196,1081726,3460.54,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INDICATED SHE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59851,APPTECH SOLUTIONS,male,FALSE,FALSE,Roanoke city,VA,FALSE,FALSE,24017,37.290886,-79.98256,97032,11555.64,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59852,LUCCA ENOTECA,female,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23219,37.541046,-77.43536,204214,1087.8,2016-07-14,2016-07-14,0,Undetermined,CLAIMANT IS A TIPPED EMPLOYEE.,Ineligible Complainant,NA,NA,Tips,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59853,FAIRFIELD PSYCHOLOGICAL ASSOCIATES,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,12000,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59854,BLUE EXPRESS TRUCKING,male,FALSE,FALSE,Colonial Heights city,VA,FALSE,FALSE,23834,37.265403,-77.40438,17411,1820,2016-07-20,2016-07-20,0,Invalid,OVERTIME,Overtime,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59855,AUNTIE ANNES,male,FALSE,FALSE,Culpeper County,VA,FALSE,FALSE,22701,38.459521,-77.99875,46689,229.9,2016-07-18,2016-07-28,10,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59856,AKSEIZER DESIGN GROUP,NA,FALSE,FALSE,Alexandria city,VA,FALSE,FALSE,22314,38.806163,-77.05139,139966,1139.53,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59857,MID ATLANTIC PRINTERS,female,FALSE,FALSE,Campbell County,VA,FALSE,FALSE,24517,37.127543,-79.27409,54842,1120,2016-07-14,2016-07-14,0,Invalid,CLAIMANT PERFORMED THE WORK IN NORTH CAROLINA.,Happened out of state,NA,NA,Worked outside VA,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59858,FAREVA,female,FALSE,TRUE,Henrico County,VA,FALSE,FALSE,23231,37.482896,-77.36304,306935,223.21,2016-07-14,2016-07-14,0,Invalid,CLAIMANT INDICATED SHE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59862,KINGDOM DOMINION LLC,female,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23225,37.51918,-77.49851,204214,600,2016-07-20,2016-07-22,2,Invalid,PAY DATE HAS NOT YET PASSED,Ineligible Complainant,NA,NA,No violation,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59863,C.W. & SON PAVING & HAULING INC.,male,FALSE,FALSE,Chesterfield County,VA,FALSE,FALSE,23234,37.457341,-77.4658,316236,28.5,2016-07-15,2016-07-15,0,Invalid,Subcontractor,Subcontractor,NA,NA,Subcontractor,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59864,GRAVITY HILL LLC,female,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23230,37.580346,-77.48831,306935,327.18,2016-07-18,2016-07-22,4,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59865,COUCOON SIGNATURE SALON & SPA,female,TRUE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23451,36.864788,-76.00098,437994,2456.24,2016-07-15,2016-07-15,0,Invalid,CLAIM INVOLVES TIPS,CLAIM INVOLVES TIPS,NA,NA,Tips,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59866,COUCOON SIGNATURE SALON & SPA,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,2050.4,2016-07-15,2016-07-15,0,Invalid,CLAIM INVOLVES TIPS AND OVERTIME.,CLAIM INVOLVES TIPS AND OVERTIME.,NA,NA,Tips,Overtime pay,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59867,INTERIM HEALTHCARE,female,FALSE,FALSE,Albemarle County,VA,FALSE,FALSE,22911,38.07735,-78.42042,98970,136.5,2016-07-20,2016-08-15,26,Undetermined,Complainant Cannot be Located,Complainant can't be located,NA,NA,Claimant unresponsive,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59868,ADVANTAGE SALES & MARKETING,female,FALSE,FALSE,Orange County,CA,TRUE,FALSE,92806,33.835465,-117.87362,3010232,70,2016-07-20,2016-08-01,12,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,67,TRUE,FALSE,FALSE,0,0
LLVA59869,CALM SOURCE,female,FALSE,FALSE,Danville city,VA,FALSE,FALSE,24541,36.581085,-79.45027,43055,9680,2016-07-18,2016-07-18,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59870,CHOMPS RESTAURANT,female,FALSE,FALSE,Orange County,VA,FALSE,FALSE,22508,38.326624,-77.76987,33481,240,2016-07-20,2016-09-20,62,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,240,FALSE,TRUE,FALSE,0,0
LLVA59871,FLOW BLOW DRY & BEAUTY BAR,female,TRUE,FALSE,Loudoun County,VA,FALSE,FALSE,20147,39.041978,-77.49064,312311,650,2016-07-20,2016-07-22,2,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59872,BLUE DOVE HOME HEALTH SERVICES,female,FALSE,FALSE,Prince William County,VA,FALSE,FALSE,20110,38.752269,-77.47694,402002,793.75,2016-07-19,2016-07-19,0,Invalid,CLAIMANT INDICATED HAVING A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59874,VIRGINIA ORGINALS & CHESAPEAKE GRILL,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23451,36.864788,-76.00098,437994,0,2016-07-19,2016-07-19,0,Undetermined,NO GROSS CLAIM AMOUNT.,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59875,HUNT COMPANIES FORT LEE FAMILY HOUSING,male,FALSE,FALSE,Prince George County,VA,FALSE,FALSE,23801,37.241173,-77.34845,35725,320,2016-07-19,2016-07-19,0,Invalid,CLAIMANT PERFORMED WORK ON A MILITARY BASE,Happened out of state,NA,NA,Federal Property / Military Base,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59876,B.A.G.H. LLC,male,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23323,36.757815,-76.3358,222209,1058.5,2016-07-19,2016-07-19,0,Invalid,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59878,"TRUE DESTINY HOME HEALTH CARE, LLC",female,FALSE,FALSE,Portsmouth city,VA,FALSE,FALSE,23701,36.810448,-76.36811,95535,765,2016-07-21,2016-08-05,15,Invalid,CLAIM INVOLVES OVERTIME.,Overtime pay,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59879,"LEAF FILTER NORTH, INC",male,FALSE,FALSE,Summit County,OH,TRUE,FALSE,44236,41.248795,-81.44679,541781,1706.04,2016-07-20,2016-07-20,0,Invalid,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59880,DREAMY PUPPY LLC,female,FALSE,FALSE,Spotsylvania County,VA,FALSE,FALSE,22407,38.271028,-77.5559,122397,1040,2016-07-20,2016-07-20,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59881,DREAMY PUPPY LLC,NA,FALSE,FALSE,Spotsylvania County,VA,FALSE,FALSE,22407,38.271028,-77.5559,122397,1530,2016-07-20,2016-07-20,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59883,THE CFP GROUP,female,FALSE,TRUE,Fairfax County,VA,FALSE,FALSE,22101,38.93276,-77.1677,1081726,3790.8,2016-07-20,2016-07-20,0,Undetermined,CLAIM PERIOD OVER 2 YEAR LIMIT FOR ACCEPTANCE,CLAIM PERIOD OVER 2 YEAR LIMIT FOR ACCEPTANCE,NA,NA,Over two year limit,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59884,JUST IN TIME MEDICAL SERVICES LLC,female,FALSE,TRUE,Fairfax County,VA,FALSE,FALSE,22031,38.859675,-77.26167,1081726,44,2016-07-25,2016-07-25,0,Undetermined,Complainant Dropped Claim,Wages found to be paid,NA,NA,Other,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59885,ESTES EXPRESS LINES,female,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23230,37.580346,-77.48831,306935,109.76,2016-07-20,2016-07-20,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59886,AMAZING SECURITY & INVESTIGATIONS,female,FALSE,FALSE,Prince George's County,MD,TRUE,FALSE,20740,38.99756,-76.92577,863420,200,2016-07-26,2016-08-04,9,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,40,FALSE,TRUE,FALSE,0,0
LLVA59887,SERTEC LLC,male,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,22310,38.782013,-77.12125,1081726,0,2016-07-20,2016-07-20,0,Invalid,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59888,SECURITAS SECURITY,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,0,2016-07-22,2016-07-22,0,Invalid,CLAIMANT DID NOT INDICATE THE TOTAL AMOUNT OF UNPAID WAGES.,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59890,"CHESAPEAKE COATINGS AND DECKS, INC",male,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23321,36.826239,-76.41524,222209,1200,2016-07-21,2016-07-21,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59891,STAN'S SKI & SNOWBOARD D.B.A. AS BLUE RIDGE POOLS & SPAS,male,FALSE,FALSE,Staunton city,VA,FALSE,FALSE,24401,38.146216,-79.07625,23746,560,2016-07-22,2016-07-27,5,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59892,SENSITIVE CLEANING SERVICES,male,FALSE,FALSE,Roanoke city,VA,FALSE,FALSE,24017,37.290886,-79.98256,97032,1585,2016-07-22,2016-07-22,0,Invalid,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59893,C2S CONSULTING GROUP,male,FALSE,FALSE,Loudoun County,VA,FALSE,FALSE,20148,39.020637,-77.52276,312311,5687.5,2016-07-28,2016-09-16,50,Undetermined,WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,FALSE,TRUE,FALSE,0,0
LLVA59894,"TRIBUNE MEDIA GROUP, LLC",male,FALSE,FALSE,Loudoun County,VA,FALSE,FALSE,20166,39.004276,-77.43442,312311,2000,2016-07-22,2016-07-22,0,Invalid,CLAIMANT HAD A WRITTEN EMPLOYMENT AGREEMENT AND HIRED A LAWYER,Written employment agreement,Already in legal process,NA,Written employment agreement,Attorney Involvement,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59895,MINISTERING ANGELS LLC,female,FALSE,TRUE,Winchester city,VA,FALSE,FALSE,22601,39.179076,-78.16653,26203,725.4,2016-07-22,2016-07-22,0,Invalid,CLAIMANT INDICATED THEY HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59896,LOVE BUG LEARNING ACADEMY,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,812,2016-07-22,2016-09-07,47,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,760,FALSE,TRUE,FALSE,0,0
LLVA59897,METROPOLITAN BUILDERS SERVICES,female,FALSE,TRUE,Fairfax County,VA,FALSE,FALSE,22041,38.849136,-77.14081,1081726,148.32,2016-07-26,2016-08-24,29,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,94.78,FALSE,TRUE,FALSE,0,0
LLVA59898,SUSAN CRITZ CATERING,male,FALSE,FALSE,Martinsville city,VA,FALSE,FALSE,24112,36.696264,-79.86879,13821,1986,2016-07-25,2016-07-25,0,Invalid,CLAIMANT INDICATED THE FILED A COURT CASE FOR UNPAID WAGES.,Already in legal process,NA,NA,Court Case,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59899,MINISTERING ANGELS LLC,female,FALSE,FALSE,Winchester city,VA,FALSE,FALSE,22601,39.179076,-78.16653,26203,1170,2016-07-25,2016-07-25,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,FALSE,FALSE,FALSE,0,0
LLVA59900,CHA CHA'S CARE HOME,NA,FALSE,FALSE,Hanover County,VA,FALSE,FALSE,23111,37.605641,-77.31536,99863,975,2016-07-25,2016-07-25,0,Invalid,CLAIMANT DID NOT SIGN THE CLAIM FORM.,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59901,ECOMNETS INC,NA,FALSE,FALSE,Loudoun County,VA,FALSE,FALSE,20164,39.011909,-77.39295,312311,9450,2016-07-25,2016-07-25,0,Invalid,CLAIMANT HAS A WRTTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59902,"HALT BUZAS & POWELL, LTD",female,FALSE,FALSE,Alexandria city,VA,FALSE,FALSE,22314,38.806163,-77.05139,139966,3908.37,2016-07-26,2016-07-26,0,Invalid,CLAIM INVOLVING OVERTIME,CLAIM INVOLVING OVERTIME,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59903,PAGSTA LLC,female,FALSE,FALSE,Yavapai County,AZ,TRUE,FALSE,86336,34.876638,-111.80666,211033,6250.02,2016-07-27,2016-08-01,5,Undetermined,Complainant Dropped Claim,Wages found to be paid,NA,NA,Other,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59904,"PAGSTA, LLC",male,FALSE,FALSE,Yavapai County,AZ,TRUE,FALSE,86336,34.876638,-111.80666,211033,7250.04,2016-07-27,2016-08-01,5,Undetermined,Complainant Dropped Claim,Wages found to be paid,NA,NA,Other,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59905,MALIBU EXOTIC & LUXURY DETAIL,female,FALSE,FALSE,York County,VA,FALSE,FALSE,23693,37.112915,-76.43591,65464,2113,2016-07-26,2016-07-26,0,Invalid,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,FALSE,FALSE,FALSE,0,0
LLVA59906,BILL MILLER,male,FALSE,FALSE,Orange County,VA,FALSE,FALSE,22960,38.231526,-78.07923,33481,1300,2016-07-25,2016-07-25,0,Invalid,CLAIMANT WORKED FOR THIS BUSINESS AS A SELF-EMPLOYED PERSON.,Ineligible Complainant,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59907,JAJ LIGHTING & POWER LLC,male,FALSE,FALSE,Prince William County,VA,FALSE,FALSE,22192,38.678451,-77.30657,402002,841.75,2016-07-28,2016-08-01,4,Invalid,Independent Agent,Ineligible Complainant,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59908,JOELS AUTO WHOLESALE,male,FALSE,FALSE,Norfolk city,VA,FALSE,FALSE,23502,36.855247,-76.21233,242803,750,2016-07-28,2016-07-28,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59909,RYAN ATKINS MASONARY LLC,male,FALSE,FALSE,Appomattox County,VA,FALSE,FALSE,24522,37.374688,-78.80585,14973,140,2016-07-27,2016-08-30,34,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,140,FALSE,TRUE,FALSE,0,0
LLVA59911,KINGDOM DOMINION LLC,NA,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23225,37.51918,-77.49851,204214,4320,2016-07-27,2016-07-29,2,Invalid,CLAIM INVOLVES OVERTIME.,Overtime pay,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59912,IMPORTS OF TIDEWATER,male,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,3212.67,2016-07-25,2016-07-25,0,Invalid,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59914,BLUE XPRESS,female,FALSE,TRUE,Chesterfield County,VA,FALSE,FALSE,23836,37.343005,-77.34604,316236,1144,2016-07-26,2016-07-26,0,Invalid,CLAIMANT INDICATED THEY HAD A WRITTEN EMPLOYMENT AGREEMENT.,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59915,WE LOVE KIDS INC,female,FALSE,FALSE,Newport News city,VA,FALSE,FALSE,23602,37.115698,-76.5183,180719,384.96,2016-07-26,2016-08-05,10,Undetermined,Complainant Cannot be Located,Complainant can't be located,NA,NA,Claimant unresponsive,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59916,KROGER,male,FALSE,FALSE,Bedford County,VA,FALSE,FALSE,24551,37.366744,-79.29977,68676,105.9,2016-07-28,2016-10-20,84,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,85.57,FALSE,TRUE,FALSE,0,0
LLVA59917,PUNITA GROUP,female,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,20151,38.889111,-77.4363,1081726,396,2016-07-28,2016-09-28,62,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,396,TRUE,FALSE,FALSE,0,0
LLVA59918,"VILLAGE CONCRETE COMMERCIAL, INC",male,FALSE,FALSE,Prince William County,VA,FALSE,FALSE,20109,38.790202,-77.51294,402002,1053,2016-07-26,2016-07-26,0,Invalid,OVERTIME,Overtime,NA,NA,Overtime pay,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59919,SHENANDOAH VALLEY ORGANIC,male,FALSE,FALSE,Harrisonburg city,VA,FALSE,FALSE,22801,38.426786,-78.88153,48914,1534.27,2016-07-27,2016-07-27,0,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59920,FREDERICKSBURG FLOWERS,female,FALSE,FALSE,Fredericksburg city,VA,FALSE,FALSE,22401,38.301829,-77.47077,24286,111,2016-07-28,2016-08-25,28,Undetermined,BAD CHECK,Business is Closed,NA,NA,Bad Checks,NA,NA,0,FALSE,TRUE,FALSE,0,0
LLVA59921,"ALAMI'S NEW YORK PIZZERIA, INC",female,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23322,36.687543,-76.22905,222209,2542.5,2016-07-28,2016-07-28,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59922,M & E CONTRACTORS,male,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23228,37.621745,-77.48896,306935,363.12,2016-07-28,2016-07-28,0,Invalid,Subcontractor,Subcontractor,NA,NA,Subcontractor,NA,NA,0,TRUE,FALSE,FALSE,0,0
